Date,Close
2020-07-20,16.85
2020-07-21,16.85
2020-07-22,16.94
2020-07-23,16.81
2020-07-24,15.65
2020-07-27,15.82
2020-07-28,15.21
2020-07-29,15.86
2020-07-30,16.32
2020-07-31,16.65
2020-08-03,16.01
2020-08-04,15.68
2020-08-05,16.12
2020-08-06,16.35
2020-08-07,16.76
2020-08-10,17.83
2020-08-11,17.69
2020-08-12,17.3
2020-08-13,17.5
2020-08-14,17.79
2020-08-17,18.11
2020-08-18,18.19
2020-08-19,18.21
2020-08-20,18.75
2020-08-21,18.76
2020-08-24,19.3
2020-08-25,18.91
2020-08-26,18.79
2020-08-27,19.1
2020-08-28,19.53
2020-08-31,18.86
2020-09-01,18.51
2020-09-02,18.74
2020-09-03,18.37
2020-09-04,18.65
2020-09-08,18.65
2020-09-09,19.01
2020-09-10,18.63
2020-09-11,19.09
2020-09-14,19.23
2020-09-15,18.9
2020-09-16,19.24
2020-09-17,19.48
2020-09-18,18.92
2020-09-21,18.07
2020-09-22,18.24
2020-09-23,17.81
2020-09-24,17.79
2020-09-25,17.98
2020-09-28,18.58
2020-09-29,18.46
2020-09-30,18.77
2020-10-01,18.67
2020-10-02,19.05
2020-10-05,19.64
2020-10-06,19.71
2020-10-07,20.23
2020-10-08,20.16
2020-10-09,19.88
2020-10-12,20.15
2020-10-13,19.93
2020-10-14,20.01
2020-10-15,20.12
2020-10-16,20.08
2020-10-19,19.72
2020-10-20,19.61
2020-10-21,19.54
2020-10-22,19.89
2020-10-23,19.73
2020-10-26,18.92
2020-10-27,18.52
2020-10-28,17.23
2020-10-29,17.65
2020-10-30,17.38
2020-11-02,18.13
2020-11-03,18.69
